key,title,decision,reason,criteria,timestamp
DBW42NB6,Detection and defense against prominent attacks on preconditioned LLM-integrated virtual assistants,INCLUDE,Proposes detection and defense mechanisms against attacks on LLM-integrated virtual assistants.,"IC1,IC2",2026-01-12T11:49:21.073848
96GFNRKI,Prompted contextual vectors for spear-phishing detection,INCLUDE,Spear-phishing detection using prompted contextual vectors from LLM ensembles.,"IC1,IC2",2026-01-12T11:49:23.286391
F56QSUD7,DefectHunter: a novel LLM-driven boosted-conformer-based code vulnerability detection mechanism,INCLUDE,DefectHunter boosted-conformer mechanism for code vulnerability detection.,"IC1,IC2",2026-01-12T11:44:56.788638
QENV2HSK,"From chatbots to PhishBots? -- preventing phishing scams created using ChatGPT, google bard and claude",INCLUDE,BERT-based detection tool for malicious prompts used to scale phishing scams.,"IC1,IC2",2026-01-12T11:44:58.470395
CCEG7VB4,Hijacking large language models via adversarial In-context learning,INCLUDE,Evaluates attacks and proposes defense strategies for In-Context Learning (ICL) robustness.,"IC1,IC2",2026-01-12T11:49:19.929690
J7CQPQ8E,HuntGPT: integrating machine learning-based anomaly detection and explainable AI with large language models (LLMs),INCLUDE,"HuntGPT intrusion detection dashboard integrating ML, XAI, and LLMs for interpretable threat analysis.","IC1,IC2",2026-01-12T11:45:00.124217
HJJ35ANP,LogShield: a transformer-based APT detection system leveraging self-attention,INCLUDE,LogShield: Transformer-based system for APT detection using self-attention.,"IC1,IC2",2026-01-12T11:49:22.285715
V2W9KVZ4,CORTEX: collaborative LLM agents for high-stakes alert triage,INCLUDE,CORTEX: multi-agent LLM architecture for collaborative alert triage in SOCs.,"IC1,IC2",2026-01-12T11:49:28.730272
ZMF4DKIC,POLAR: automating cyber threat prioritization through LLM-powered assessment,INCLUDE,POLAR: LLM-powered assessment for automating cyber threat prioritization.,"IC1,IC2",2026-01-12T11:49:29.583996
2N4A5RVJ,Asset-centric threat modeling for AI-based systems,INCLUDE,Threat modeling approach and tool (ThreatFinderAI) for AI-based systems.,"IC1,IC2",2026-01-12T11:49:27.342316
JEKBBUB5,Detecting scams using large language models,INCLUDE,Uses LLMs to build an effective scam detector for phishing and fraud identification.,"IC1,IC2",2026-01-12T11:49:25.914836
CC3T3J5M,Intrusion detection system with machine learning and multiple datasets,INCLUDE,Enhanced IDS utilizing machine learning to combat AI-exploitative methods like prompt injection.,"IC1,IC2",2026-01-12T11:52:25.968899
XHQPP2H5,ParaFuzz: an interpretability-driven technique for detecting poisoned samples in NLP,INCLUDE,ParaFuzz framework for detecting poisoned samples in NLP using LLM paraphrasing.,"IC1,IC2",2026-01-12T11:49:31.895805
RARSU4FV,Baseline defenses for adversarial attacks against aligned language models,INCLUDE,"Evaluates baseline defense strategies (detection, preprocessing) against adversarial attacks on LLMs.","IC1,IC2",2026-01-12T11:49:32.780903
U3JAVVWP,Revolutionizing cyber threat detection with large language models: a privacy-preserving BERT-based lightweight model for IoT/IIoT devices,INCLUDE,SecurityBERT: lightweight model for IoT/IIoT cyber threat detection.,"IC1,IC2",2026-01-12T11:49:30.938740
35X9ECAH,Memory-augmented log analysis with phi-4-mini: enhancing threat detection in structured security logs,INCLUDE,DM-RAG: memory-augmented log analysis for threat detection in structured security logs.,"IC1,IC2",2026-01-12T11:52:30.826440
JFSH7ZXZ,RigorLLM: resilient guardrails for large language models against undesired content,INCLUDE,RigorLLM: resilient guardrails for LLMs against harmful content and jailbreaking attacks.,"IC1,IC2",2026-01-12T11:52:28.347848
XTEBCJRV,ChatSpamDetector: leveraging large language models for effective phishing email detection,INCLUDE,ChatSpamDetector: leveraging LLMs for effective and interpretable phishing email detection.,"IC1,IC2",2026-01-12T11:52:29.372797
6DM67VVI,MalCVE: malware detection and CVE association using large language models,INCLUDE,MalCVE: malware detection and CVE association using LLMs and RAG.,"IC1,IC2",2026-01-12T11:52:32.855969
IFHHXJXM,CrossGuard: safeguarding MLLMs against joint-modal implicit malicious attacks,INCLUDE,CrossGuard: intent-aware safeguard for MLLMs against joint-modal implicit malicious attacks.,"IC1,IC2",2026-01-12T11:52:34.673141
X8FV9MMI,DeepTx: real-time transaction risk analysis via multi-modal features and LLM reasoning,INCLUDE,DeepTx: real-time transaction risk analysis in Web3 using multi-modal features and LLM reasoning.,"IC1,IC2",2026-01-12T11:52:35.773458
JP54A5CX,VisuoAlign: safety alignment of LVLMs with multimodal tree search,INCLUDE,VisuoAlign safety alignment framework for LVLMs which proactively exposes risks via tree search.,"IC1,IC2",2026-01-12T11:52:32.122488
DM3U88WC,TraceAegis: securing LLM-based agents via hierarchical and behavioral anomaly detection,INCLUDE,TraceAegis: framework for behavioral anomaly detection in LLM agents using execution traces.,"IC1,IC2",2026-01-12T11:52:33.880385
6EZG7DHD,Proactive DDoS detection and mitigation in decentralized software-defined networking via port-level monitoring and zero-training large language models,INCLUDE,Security BY AI: Explicitly uses LLMs for DDoS detection and mitigation rule generation.,"IC1,IC2",2026-01-12T12:15:29.091854
3BXNQEVG,Defending against prompt injection with DataFilter,INCLUDE,DataFilter: model-agnostic test-time defense that removes malicious instructions from data before it reaches the LLM.,"IC1,IC2",2026-01-12T11:52:39.313005
8F3D3H7K,ParaVul: a parallel large language model and retrieval-augmented framework for smart contract vulnerability detection,INCLUDE,ParaVul: parallel LLM and retrieval-augmented framework for smart contract vulnerability detection.,"IC1,IC2",2026-01-12T11:52:38.194992
4GEUM4UQ,Adaptive and robust data poisoning detection and sanitization in wearable IoT systems using large language models,INCLUDE,Uses LLMs for data poisoning detection and sanitization in IoT (Role Play/CoT).,"IC1,IC2",2026-01-12T12:15:31.404962
35FNGCDU,RAG-targeted adversarial attack on LLM-based threat detection and mitigation framework,INCLUDE,Analyzes an 'LLM-based threat detection and mitigation framework'.,"IC1,IC2",2026-01-12T12:15:35.323643
EA35ZJSN,Adapting large language models to emerging cybersecurity using retrieval augmented generation,INCLUDE,RAG-based framework for cybersecurity threat detection.,"IC1,IC2",2026-01-12T12:15:32.962604
SMA7UFZ9,Large language models for cyber security,INCLUDE,Integration of LLMs into cybersecurity tools/IDS.,"IC1,IC2",2026-01-12T12:15:34.542409
APJ99UQI,"MH-1M: a 1.34 million-sample comprehensive multi-feature android malware dataset for machine learning, deep learning, large language models, and threat intelligence research",INCLUDE,Dataset (MH-1M) for LLM-based malware research.,"IC1,IC2",2026-01-12T12:15:36.058161
KT8NU6PD,Evaluation of vision-LLMs in surveillance video,INCLUDE,Vision-LLMs for anomalous event detection in video.,"IC1,IC2",2026-01-12T12:15:38.152492
7HNPVT92,LLMLogAnalyzer: a clustering-based log analysis chatbot using large language models,INCLUDE,LLMLogAnalyzer: Log analysis chatbot for breach prevention.,"IC1,IC2",2026-01-12T12:15:39.547314
7WCF86MJ,MCPGuard : automatically detecting vulnerabilities in MCP servers,INCLUDE,MCPGuard: Vulnerability detection in MCP servers (agentic auditing).,"IC1,IC2",2026-01-12T12:15:36.924838
RBPBES5G,CTIArena: benchmarking LLM knowledge and reasoning across heterogeneous cyber threat intelligence,INCLUDE,CTIArena: Benchmarking LLM for Cyber Threat Intelligence.,"IC1,IC2",2026-01-12T12:15:42.643625
EB58PGXI,An LLM-powered AI agent framework for holistic IoT traffic interpretation,INCLUDE,LLM-powered AI agent framework for IoT traffic interpretation.,"IC1,IC2",2026-01-12T12:15:43.644704
JRG9BAH2,Training-free In-context forensic chain for image manipulation detection and localization,INCLUDE,Image manipulation detection using MLLMs (In-Context Forensic Chain).,"IC1,IC2",2026-01-12T12:15:44.550029
KFJ6U2BB,"Unified threat detection and mitigation framework (UTDMF): combating prompt injection, deception, and bias in enterprise-scale transformers",INCLUDE,Unified Threat Detection framework (UTDMF) for prompt injection/deception.,"IC1,IC2",2026-01-12T12:15:41.744038
8QUIFA8Q,CLASP: cost-optimized LLM-based agentic system for phishing detection,INCLUDE,CLASP: LLM-based agentic system for phishing detection.,"IC1,IC2",2026-01-12T12:19:06.457602
JIMAER9H,XGen-Q: an explainable domain-adaptive LLM framework with retrieval-augmented generation for software security,INCLUDE,XGen-Q: Explainable LLM framework for malware detection.,"IC1,IC2",2026-01-12T12:19:10.795912
9T4Q5HMN,RHINO: guided reasoning for mapping network logs to adversarial tactics and techniques with large language models,INCLUDE,RHINO: Log analysis/Threat analysis using LLMs.,"IC1,IC2",2026-01-12T12:19:10.076793
MZDA8ZJE,"From flows to words: can zero-/few-shot LLMs detect network intrusions? A grammar-constrained, calibrated evaluation on UNSW-NB15",INCLUDE,Zero-/few-shot LLMs for network intrusion detection.,"IC1,IC2",2026-01-12T12:19:11.609862
3FF6R92B,L2M-AID: autonomous cyber-physical defense by fusing semantic reasoning of large language models with multi-agent reinforcement learning (preprint),INCLUDE,L2M-AID: LLM-empowered agents for industrial defense (ICS/OT).,"IC1,IC2",2026-01-12T12:19:07.698795
3FZDPBWK,Toward a safer web: multilingual multi-agent LLMs for mitigating adversarial misinformation attacks,INCLUDE,Multilingual multi-agent LLMs for misinformation detection.,"IC1,IC2",2026-01-12T12:19:08.493066
G4U5P9F9,From description to detection: LLM based extendable O-RAN compliant blind DoS detection in 5G and beyond,INCLUDE,LLM based blind DoS detection in 5G.,"IC1,IC2",2026-01-12T12:19:09.323847
UNMF48WG,NegBLEURT forest: leveraging inconsistencies for detecting jailbreak attacks,INCLUDE,NegBLEURT forest: Detecting jailbreak attacks (Threat Detection).,"IC1,IC2",2026-01-12T12:19:12.883693
DS3XTC5F,Design and implementation of a distributed security threat detection system integrating federated learning and multimodal LLM,INCLUDE,Distributed security threat detection using multimodal LLMs.,"IC1,IC2",2026-01-12T12:19:13.874453
NEZCZPNZ,Beyond natural language perplexity: detecting dead code poisoning in code generation datasets,INCLUDE,Detecting dead code poisoning (Threat) in code datasets using perplexity.,"IC1,IC2",2026-01-12T12:19:14.598949
S5ISKRFH,Knowledge transfer from LLMs to provenance analysis: a semantic-augmented method for APT detection,INCLUDE,LLM-based provenance analysis for APT detection.,"IC1,IC2",2026-01-12T12:19:22.923751
QU6IBDAQ,Training large language models for advanced typosquatting detection,INCLUDE,Training LLMs for typosquatting detection.,"IC1,IC2",2026-01-12T12:19:24.088327
ET3VQJKH,Personalized attacks of social engineering in multi-turn conversations: LLM agents for simulation and detection,INCLUDE,LLM agents for simulation and detection of social engineering.,"IC1,IC2",2026-01-12T12:19:20.408891
NF8823T5,EXPLICATE: enhancing phishing detection through explainable AI and LLM-powered interpretability,INCLUDE,EXPLICATE: Phishing detection with LLM-powered interpretability.,"IC1,IC2",2026-01-12T12:19:21.844626
75HWSCUH,CyLens: towards reinventing cyber threat intelligence in the paradigm of agentic large language models,INCLUDE,"CyLens: CTI copilot using LLMs (Threat attribution, detection).","IC1,IC2",2026-01-12T12:19:16.234178
A9E6E56I,RedChronos: a large language model-based log analysis system for insider threat detection in enterprises,INCLUDE,RedChronos: LLM-based log analysis for insider threat detection.,"IC1,IC2",2026-01-12T12:19:17.429303
ZHAEW8BN,AttackSeqBench: benchmarking large language models in analyzing attack sequences within cyber threat intelligence,INCLUDE,AttackSeqBench: Benchmarking LLMs in analyzing attack sequences.,"IC1,IC2",2026-01-12T12:19:18.839677
BSBC773U,Unleashing the power of pre-trained encoders for universal adversarial attack detection,INCLUDE,Adversarial attack detection using CLIP (Vision-Language Model).,"IC1,IC2",2026-01-12T12:19:25.412329
5WGUTCM9,Exposing the ghost in the transformer: abnormal detection for large language models via hidden state forensics,INCLUDE,Detecting abnormal behaviors IN LLMs via hidden state forensics.,"IC1,IC2",2026-01-12T12:19:26.485044
7BPNF7KR,CleanVul: automatic function-level vulnerability detection in code commits using LLM heuristics,INCLUDE,CleanVul: Automatic vulnerability detection in code commits using LLMs.,"IC1,IC2",2026-01-12T12:19:35.731828
WHT7EAZM,ThreatModeling-LLM: automating threat modeling using large language models for banking system,INCLUDE,ThreatModeling-LLM: Automating threat modeling using LLMs.,"IC1,IC2",2026-01-12T12:19:31.472931
A2QGHG86,Enhanced LLM-based framework for predicting null pointer dereference in source code,INCLUDE,Enhanced LLM-based framework for predicting null pointer dereference.,"IC1,IC2",2026-01-12T12:19:36.596129
R2IGIS6M,Detecting instruction fine-tuning attacks on language models using influence function,INCLUDE,Detecting instruction fine-tuning attacks on LLMs.,"IC1,IC2",2026-01-12T12:19:29.652387
P4FZAW59,Investigating cybersecurity incidents using large language models in latest-generation wireless networks,INCLUDE,Investigating cybersecurity incidents using LLMs in wireless networks.,"IC1,IC2",2026-01-12T12:19:30.479222
C45JI8T5,TrafficLLM: enhancing large language models for network traffic analysis with generic traffic representation,INCLUDE,TrafficLLM: Network traffic analysis for threat detection.,"IC1,IC2",2026-01-12T12:19:32.727091
U2C6WKAQ,ControlNET: a firewall for RAG-based LLM system,INCLUDE,ControlNET: Firewall for RAG-based LLM systems (Detects adversarial queries).,"IC1,IC2",2026-01-12T12:19:34.974162
M3HJFQKN,LLM-assisted proactive threat intelligence for automated reasoning,INCLUDE,LLM-assisted proactive threat intelligence.,"IC1,IC2",2026-01-12T12:19:28.091885
BERIF2CV,Proactive adversarial defense: harnessing prompt tuning in vision-language models to detect unseen backdoored images,INCLUDE,Detecting unseen backdoored images using prompt tuning in VLMs.,"IC1,IC2",2026-01-12T12:19:39.315658
KSEQ4RWP,Labeling NIDS rules with MITRE ATT&CK techniques: machine learning vs. Large language models,INCLUDE,Labeling NIDS rules with MITRE ATT&CK using LLMs.,"IC1,IC2",2026-01-12T12:21:16.278111
DPG2MSKF,BotSim: LLM-powered malicious social botnet simulation,INCLUDE,BotSim: LLM-powered botnet simulation for benchmarking detection.,"IC1,IC2",2026-01-12T12:21:17.768247
FDMJ253H,BDefects4NN: a backdoor defect database for controlled localization studies in neural networks,rejected,,,2026-01-27T19:58:05.433784+00:00
DJP43PBI,Unseen attack detection in software-defined networking using a BERT-based large language model,INCLUDE,Unseen attack detection in SDN using BERT.,"IC1,IC2",2026-01-12T12:19:40.554332
6KW2756M,U-GIFT: uncertainty-guided firewall for toxic speech in few-shot scenario,INCLUDE,U-GIFT: Toxic speech detection using PLMs/BNNs.,"IC1,IC2",2026-01-12T12:21:19.341481
4MFJ2U6X,A unified framework for context-aware IoT management and state-of-the-art IoT traffic anomaly detection,INCLUDE,Unified framework for IoT management and anomaly detection (fine-tuned model).,"IC1,IC2",2026-01-12T12:21:21.597842
8F5NQEEJ,"Improving network threat detection by knowledge graph, large language model, and imbalanced learning",INCLUDE,Network threat detection by knowledge graph and LLM.,"IC1,IC2",2026-01-12T12:21:24.302894
D9AZM26V,TORCHLIGHT: shedding LIGHT on real-world attacks on cloudless IoT devices concealed within the tor network,INCLUDE,TORCHLIGHT: Detecting attacks on cloudless IoT using LLMs (CoT).,"IC1,IC2",2026-01-12T12:21:25.538111
WQ8HPM77,SpaLLM-guard: pairing SMS spam detection using open-source and commercial LLMs,INCLUDE,SpaLLM-guard: SMS spam detection using LLMs.,"IC1,IC2",2026-01-12T12:21:23.043779
J557TF6S,Advanced real-time fraud detection using RAG-based LLMs,INCLUDE,Real-time fraud detection using RAG-based LLMs.,"IC1,IC2",2026-01-12T12:21:26.601504
QB4AV2NU,SHIELD: APT detection and intelligent explanation using LLM,INCLUDE,SHIELD: APT detection and explanation using LLM.,"IC1,IC2",2026-01-12T12:21:28.098112
67HTIQ9J,BounTCHA: a CAPTCHA utilizing boundary identification in guided generative AI-extended videos,INCLUDE,BounTCHA: CAPTCHA utilizing generative AI to detect bots.,"IC1,IC2",2026-01-12T12:21:29.664469
XJCCZAQU,Rule-ATT&CK mapper (RAM): mapping SIEM rules to TTPs using LLMs,INCLUDE,Rule-ATT&CK Mapper (RAM): Mapping SIEM rules to TTPs using LLMs.,"IC1,IC2",2026-01-12T12:21:31.067939
4WJ3AHK3,Aero-LLM: a distributed framework for secure UAV communication and intelligent decision-making,INCLUDE,Aero-LLM: Secure UAV communication and anomaly detection.,"IC1,IC2",2026-01-12T12:21:31.810036
M2R7FZN4,HateBench: benchmarking hate speech detectors on LLM-generated content and hate campaigns,INCLUDE,HateBench: Benchmarking hate speech detectors on LLM-generated content.,"IC1,IC2",2026-01-12T12:21:28.870031
KEC7DX4R,JBShield: defending large language models from jailbreak attacks through activated concept analysis and manipulation,INCLUDE,JBShield: Defending LLMs from jailbreak attacks (Detection/Mitigation).,"IC1,IC2",2026-01-12T12:21:34.441346
4AUPSBAW,Enhancing phishing email identification with large language models,INCLUDE,Enhancing phishing email identification with LLMs.,"IC1,IC2",2026-01-12T12:21:33.218610
IX2R6FJM,PLLM-CS: pre-trained large language model (LLM) for cyber threat detection in satellite networks,INCLUDE,PLLM-CS: Pre-trained LLM for cyber threat detection in satellite networks.,"IC1,IC2",2026-01-12T12:21:35.697495
87WVF9IC,ExplainableDetector: exploring transformer-based language modeling approach for SMS spam detection with explainability analysis,INCLUDE,ExplainableDetector: SMS spam detection using Transformer-based LLMs.,"IC1,IC2",2026-01-12T12:21:37.078212
U3A5P2FA,DoLLM: how large language models understanding network flow data to detect carpet bombing DDoS,INCLUDE,DoLLM: DDoS detection using LLMs on network flow data.,"IC1,IC2",2026-01-12T12:21:37.892734
BQMHHFF2,LLMPot: dynamically configured LLM-based honeypot for industrial protocol and physical process emulation,INCLUDE,LLMPot: LLM-based honeypot for industrial protocols.,"IC1,IC2",2026-01-12T12:21:38.782075
TEDHR44N,DFEPT: data flow embedding for enhancing pre-trained model based vulnerability detection,INCLUDE,DFEPT: Data flow embedding for enhancing pre-trained model vulnerability detection.,"IC1,IC2",2026-01-12T12:21:40.886006
PJRKIEX3,PILLAR: LINDDUN privacy threat modeling using LLMs,INCLUDE,PILLAR: LINDDUN privacy threat modeling using LLMs.,"IC1,IC2",2026-01-12T12:21:42.101907
FGF9VSD6,"MoJE: mixture of jailbreak experts, naive tabular classifiers as guard for prompt attacks",INCLUDE,MoJE: Mixture of jailbreak experts for prompt attack detection.,"IC1,IC2",2026-01-12T12:21:45.017975
VMEX45KM,LLM honeypot: leveraging large language models as advanced interactive honeypot systems,INCLUDE,LLM honeypot: Interactive honeypot systems using LLMs.,"IC1,IC2",2026-01-12T12:21:47.394933
UWXPDZ9Z,Advancing cyber incident timeline analysis through retrieval-augmented generation and large language models,INCLUDE,GenDFIR: Cyber incident timeline analysis using RAG and LLMs.,"IC1,IC2",2026-01-12T12:21:48.985117
JJEVRNR3,SPICED: syntactical bug and trojan pattern identification in a/MS circuits using LLM-enhanced detection,INCLUDE,SPICED: Hardware Trojan/Bug detection using LLM-enhanced detection.,"IC1,IC2",2026-01-12T12:21:51.306545
4JE396MU,Towards explainable network intrusion detection using large language models,INCLUDE,Explainable network intrusion detection using LLMs.,"IC1,IC2",2026-01-12T12:21:52.337015
AEZ4ZPI3,Cross-modality information check for detecting jailbreaking in multimodal large language models,INCLUDE,CIDER: Detecting jailbreaking in MLLMs (Cross-modality information check).,"IC1,IC2",2026-01-12T12:21:53.075228
Q27TK92F,Large language models for anomaly detection in computational workflows: from supervised fine-tuning to In-context learning,INCLUDE,Anomaly detection in computational workflows using LLMs.,"IC1,IC2",2026-01-12T12:21:53.944314
7ZIG2KGR,Defending against social engineering attacks in the age of LLMs,INCLUDE,ConvoSentinel: Social engineering detection using modular LLM defense.,"IC1,IC2",2026-01-12T12:24:54.083814
Q2CRVKE5,CANAL - cyber activity news alerting language model : empirical approach vs. Expensive LLMs,INCLUDE,CANAL: Cyber activity news alerting using BERT/LLMs (CTI).,"IC1,IC2",2026-01-12T12:24:59.738702
SDAQJKMN,"""It warned me just at the right moment"": exploring LLM-based real-time detection of phone scams",INCLUDE,LLM-based real-time detection of phone scams.,"IC1,IC2",2026-01-12T12:25:01.790812
ZM26HA2J,LLMSecConfig: an LLM-based approach for fixing software container misconfigurations,INCLUDE,LLMSecConfig: LLM-based fixing of container misconfigurations (Vulnerability Response).,"IC1,IC2",2026-01-12T12:25:04.140572
IJM78IH7,Synthetic user behavior sequence generation with large language models for smart homes,INCLUDE,Synthetic user behavior generation with LLMs for smart home security (Data Gen).,"IC1,IC2",2026-01-12T12:25:06.416810
BRXED658,AI-based attacker models for enhancing multi-stage cyberattack simulations in smart grids using Co-simulation environments,INCLUDE,AI-based attacker models (LLM) for cyberattack simulation (Testing/Detection support).,"IC1,IC2",2026-01-12T12:25:07.985737
VDC7MPUV,Next-generation phishing: how LLM agents empower cyber attackers,INCLUDE,Evaluating LLMs as phishing detection tools.,"IC1,IC2",2026-01-12T12:25:08.713003
9IIEV76T,AttackLLM: LLM-based attack pattern generation for an industrial control system,INCLUDE,AttackLLM: LLM-based attack pattern generation for ICS (Robustness evaluation).,"IC1,IC2",2026-01-12T12:25:10.307825
VHBVFEW3,STING-BEE: towards vision-language model for real-world X-ray baggage security inspection,INCLUDE,STING-BEE: Vision-language model for X-ray baggage security inspection.,"IC1,IC2",2026-01-12T12:25:11.082839
92DCM7MC,Integrated LLM-based intrusion detection with secure slicing xApp for securing O-RAN-enabled wireless network deployments,INCLUDE,Integrated LLM-based intrusion detection for O-RAN.,"IC1,IC2",2026-01-12T12:25:11.936605
JJB7MBX2,Drop the golden apples: identifying third-party reuse by DB-less software composition analysis,INCLUDE,DB-less Software Composition Analysis (SCA) using LLMs.,"IC1,IC2",2026-01-12T12:25:13.174185
BWX2BMQT,DroidTTP: mapping android applications with TTP for cyber threat intelligence,INCLUDE,DroidTTP: Mapping Android malware to TTPs using LLMs.,"IC1,IC2",2026-01-12T12:25:15.153574
III4JCUS,Forensics-bench: a comprehensive forgery detection benchmark suite for large vision language models,INCLUDE,Forensics-Bench: Benchmark for forgery detection using LVLMs.,"IC1,IC2",2026-01-12T12:25:16.071342
BAPJZTME,Enforcing web security constraints for LLM-driven robot agents for online transactions,INCLUDE,Enforcing security constraints for LLM-driven robot agents (Response/Prevention).,"IC1,IC2",2026-01-12T12:25:17.109992
RWRRW6QC,Adapting large language models for parameter-efficient log anomaly detection,INCLUDE,Adapting LLMs for log anomaly detection (PEFT).,"IC1,IC2",2026-01-12T12:25:18.167719
EWW62EA2,OMNISEC: LLM-driven provenance-based intrusion detection via retrieval-augmented behavior prompting,INCLUDE,OMNISEC: LLM-driven provenance-based intrusion detection.,"IC1,IC2",2026-01-12T12:25:20.906428
QEIWN94N,Guardians of the agentic system: preventing many shots jailbreak with agentic system,INCLUDE,Guardians of the agentic system: Anti-jailbreaking system using agents.,"IC1,IC2",2026-01-12T12:25:22.053827
JFQ5MIMR,LAMD: context-driven android malware detection and classification with LLMs,INCLUDE,LAMD: Context-driven Android malware detection with LLMs.,"IC1,IC2",2026-01-12T12:25:23.074986
3AW7R739,G-safeguard: a topology-guided security lens and treatment on LLM-based multi-agent systems,INCLUDE,G-safeguard: Anomaly detection on LLM-based multi-agent systems.,"IC1,IC2",2026-01-12T12:31:52.967505
86BRKDDJ,CyberRAG: an agentic RAG cyber attack classification and reporting tool,INCLUDE,CyberRAG: Agentic RAG tool for cyber attack classification and reporting.,"IC1,IC2",2026-01-12T12:31:55.794507
GG634F5A,Adaptive linguistic prompting (ALP) enhances phishing webpage detection in multimodal large language models,INCLUDE,Adaptive Linguistic Prompting: Phishing webpage detection using MLLMs.,"IC1,IC2",2026-01-12T12:31:56.648227
VE2HAM6V,JsDeObsBench: measuring and benchmarking LLMs for JavaScript deobfuscation,INCLUDE,JsDeObsBench: Benchmarking LLMs for JavaScript deobfuscation (Analysis).,"IC1,IC2",2026-01-12T12:31:58.634029
C5TQZ6KA,PhishingHook: catching phishing ethereum smart contracts leveraging EVM opcodes,INCLUDE,PhishingHook: Phishing detection in smart contracts using Language Models.,"IC1,IC2",2026-01-12T12:31:59.693412
UDP2R36C,Analyzing PDFs like binaries: adversarially robust PDF malware analysis via intermediate representation and language model,INCLUDE,PDF malware analysis via intermediate representation and language model.,"IC1,IC2",2026-01-12T12:32:00.771459
F9JT4AFB,Detecting hard-coded credentials in software repositories via LLMs,INCLUDE,Detecting hard-coded credentials using LLMs (GPT).,"IC1,IC2",2026-01-12T12:32:02.353539
C45XQX4D,SmartHome-bench: a comprehensive benchmark for video anomaly detection in smart homes using multi-modal large language models,INCLUDE,SmartHome-bench: Video anomaly detection benchmark using MLLMs.,"IC1,IC2",2026-01-12T12:32:03.210237
ZDJQ2SU8,A multi-dataset evaluation of models for automated vulnerability repair,INCLUDE,Automated vulnerability repair using CodeBERT/CodeT5 (Response).,"IC1,IC2",2026-01-12T12:32:04.729025
CUVC2MKI,GUARD: dual-agent based backdoor defense on chain-of-thought in neural code generation,INCLUDE,GUARD: Backdoor detection in code generation (Detection of attacks on AI).,"IC1,IC2",2026-01-12T12:32:07.158659
FA9UQ5EG,RRTL: red teaming reasoning large language models in tool learning,INCLUDE,RRTL: Red teaming (Threat detection) of reasoning LLMs.,"IC1,IC2",2026-01-12T12:32:08.454034
FKVDTKWT,Are large language models good at detecting propaganda?,INCLUDE,Propaganda detection using LLMs (GPT-4/Claude).,"IC1,IC2",2026-01-12T12:32:09.816405
2V8HXCCN,Large language model-driven security assistant for internet of things via chain-of-thought,INCLUDE,LLM-driven IoT security assistant (Detection/Mitigation support).,"IC1,IC2",2026-01-12T12:32:12.535257
6SPEHDCU,Towards effective identification of attack techniques in cyber threat intelligence reports using large language models,INCLUDE,Identification of attack techniques in CTI reports using LLMs.,"IC1,IC2",2026-01-12T12:32:13.773978
T2ZPRXUH,A rusty link in the AI supply chain: detecting evil configurations in model repositories,INCLUDE,CONFIGSCAN: Detecting malicious configurations in model repositories.,"IC1,IC2",2026-01-12T12:32:14.542855
FVF4N28T,Leveraging LLM to strengthen ML-based cross-site scripting detection,INCLUDE,Leveraging LLM to strengthen XSS detection (Data Augmentation).,"IC1,IC2",2026-01-12T12:32:15.512174
TZNCNVXT,"""Digital camouflage"": the LLVM challenge in LLM-based malware detection",INCLUDE,Evaluating LLM robustness for malware detection against obfuscation.,"IC1,IC2",2026-01-12T12:32:17.727614
ZEAQFEQ8,A decade-long landscape of advanced persistent threats: longitudinal analysis and global trends,INCLUDE,Longitudinal analysis of APTs using LLM-based search.,"IC1,IC2",2026-01-12T12:32:18.808496
KGUQTW89,EverTracer: hunting stolen large language models via stealthy and robust probabilistic fingerprint,INCLUDE,EverTracer: Hunting stolen LLMs (Model theft detection).,"IC1,IC2",2026-01-12T12:32:21.011316
HQU7PPQI,FakeSV-VLM: taming VLM for detecting fake short-video news via progressive mixture-of-experts adapter,INCLUDE,FakeSV-VLM: Detecting fake short-video news using VLMs.,"IC1,IC2",2026-01-12T12:32:21.831341
N29K8CJ5,Learning from few samples: a novel approach for high-quality malcode generation,INCLUDE,High-quality malcode generation for IDS training (Data Augmentation).,"IC1,IC2",2026-01-12T12:32:22.949816
B5PSZBVG,MalLoc: toward fine-grained android malicious payload localization via LLMs,INCLUDE,MalLoc: Fine-grained Android malicious payload localization via LLMs.,"IC1,IC2",2026-01-12T12:32:24.067304
7IGWTFG9,IPIGuard: a novel tool dependency graph-based defense against indirect prompt injection in LLM agents,INCLUDE,IPIGuard: Defense against indirect prompt injection (Detection/Prevention).,"IC1,IC2",2026-01-12T12:32:24.955897
M7ADPTXG,Large language models for power system security: a novel multi-modal approach for anomaly detection in energy management systems,INCLUDE,GenAI-based anomaly detection for energy management systems.,"IC1,IC2",2026-01-12T12:32:25.675187
CPTW5ZE5,Secure and scalable blockchain voting: a comparative framework and the role of large language models,INCLUDE,Role of LLMs in blockchain voting anomaly detection.,"IC1,IC2",2026-01-12T12:32:26.458926
GFX3KR5W,Proactive disentangled modeling of trigger–object pairings for backdoor defense,INCLUDE,DBOM: Proactive modeling for backdoor defense using VLMs.,"IC1,IC2",2026-01-12T12:32:27.543187
JCKWGNR7,eX-NIDS: a framework for explainable network intrusion detection leveraging large language models,INCLUDE,eX-NIDS: Explainable network intrusion detection using LLMs.,"IC1,IC2",2026-01-12T12:32:28.601093
